sentiment,txt
0,﻿ما انتو ادري انو الموضوع مش لصالح الصحه العامه بعدين مش كل اشي بتعملو امريكا لازم نعملو و نصير امعه اصلا احنا دول امعه شو بتحكي امريكا ولا الضالين امين نفسي امريكا تقلدنا باشي واحد  
0,شو هالافكار الجهنميه يا خال  
1,حقيقي لازم نجمد قلبنا عن اي حاجه غلط  
1,فعلا ده صحيح مثلا زي سماع الاغاني التي تلهي عن زكر اله لو تركتها له يملا اله قلبك بحبه ولاتشغل بالك الا بذكره  
1,يارب اوقف جنبي وقدرني  
0,ما حد بيتحكم في  
1,﻿ما فيها شك  
1,واله قرات من دلواتي يا مصطفي بس انا عاز رايك في حاجات كتير  
1,نعم صدقت له درك  
0,جنيه  
0, انا انجنيت  
0, الحق مش علي لجنه التحكيم الحق علي الاغبيه المشتركين  
0,انا شوفت وقاحه بس زاي وقاحه الاخوان ما شوفت  
1,ربنا يعنا علي كل شيء  
1,هذا هو الدين  
0, يلعن اوم الطفش  
0,زنخه زيك  
1,الهم اعنا علي فعل الخيرات  
0,انا اشوفه انه عادي ولا فيه اي معني وايش مليوني مشاهد واله انه ما يستحق الي هذا الحد من المشاهده وبعدين هاض شي مقز  
0,علي الطﻻق الي في رجلك يا حجه بتسوي كل سﻻح العرب لمعفن  
0,﻿شعب لا يحركه هذا الظلم و التعدي علي كرامته هو شعب لا يستحق الحياه  
0, واله انا نفسي بزعل اذا رجعت لانه مش احنا الي بنستحقها  
0,هءلاء معوقين﻿  
0,شكلك دايما متاخره عن المدرسه  
0,واحد هامل  
1,﻿صباح الهمه و النشاط شيخنا الفاضل  
0,﻿و اله حرام الناس مش لاقيه توكل حتي ترفعو البنزين  
1, احسن علاج هذا  
0, هذا ليس مضحك ، بل مخزي ، يا لخزي و العار  
0, يلعن ام الازعاج  
1,يا رب ما لنا سواك  
0,﻿ سلمتك بيد له فظيع  
1,شكرا لك  
1,فعلا اله يبعدنا عن الكذب  
1,﻿الهم ارضنا و ارضي علينا  
0, برنامج فاشل جدا  
0,﻿احنا ما بدنا اياه لانا ما منفهم المفاعل النوي فوق طاقتنا صعب علينا و بكره بذكركم و سالوا الباص السريع الثقه معدومه القمح فاسد المصفاه مش حسب المواصفات الخضار والفواكه مواد كيماويه شوارع مش مصانه حفر ومطبات الخ الافضل استغلال الطاقه الشمسيه او الريح او الماء ليس هروب من التطور وانما الابتعاد عن الفشل الاكيد عبر التجارب  
1,ليت كل ايام السنه رمضان  
0,يا تري الحكومه بدها تزيد دعم المواطن الي اله يكون في عونه  
0,ومن خسء الشيعه اخوان القرده و الخنازير  
1,الهم ابعد عني شهوات الدنيا وقربني منك واغفر لي ولكل المومنين  
1,امشي عدل يحتار عدوك فيك  
0,﻿يمكن امركا والصين الي بتحكي عنها مساحتها قد الاردن بميه مره يعني لو صار تسرب نوي او اي مشكله بتنحل اما الاردن اي مشكله بتاثر علي البلد كلها بعدين احنا حكومتنا خلصه كل انواع التطور و ضايل عليها بس تعمل برنامج نوي و بتصير زي امريكا و بجوز يعطوها حق النقض  
0,اعجبه﻿ اطعم اكيد حمضيات  
1,يارب يتقبل منا واله العقل مو فاضي والقلب مكسور  
1,﻿لازم كل واحد فينا يفكر بشكل ايجابي و يبعد عنه السلبيات  
0,انت ما تستحي تقارن القران بوحده ساقطه انعل ابوك لا ابو الملحد  
1,فاجعل الهم عوضي فيه  
0,وبالمناسبه، اذا علي مصادر الطاقه، فالاردن غني بالزيت الصخري، وفش داعي لمصايب جديده ع البشر والبيءه  
0, عنجد هذا الانسان تافه وحقير  
1,الهم انزع من قلوبنا مالا يرضيك  
1,انما المءمنون اخوه  
1,رب كريم  
0,حزني كثير واله﻿  
1,دي اخلاق السلف الصالح  
0, شو هالغباء فضحتنا  
0,﻿احنا ما بدنا اياه لانا ما منفهم المفاعل النوي فوق طاقتنا صعب علينا و بكره بذكركم و سالوا الباص السريع الثقه معدومه القمح فاسد المصفاه مش حسب المواصفات الخضار و الفواكه مواد كيماويه شوارع مش مصانه حفر و مطبات الخ الافضل استغلال الطاقه الشمسيه او الريح او الماء ليس هروب من التطور و انما الابتعاد عن الفشل الاكيد عبر التجارب  
1,الابتسامه كلمه بدون حروف  
0,التطبيقات قليله بالمتجر ولازال امام مايكروسوفت عمل طويل لتغلب علي هذه المشكله  
1,اكيد لو في كده الدنيا  
0,﻿الشعب الذي اختار نواب خرجين سجون و سوابق بستاهل اكثر من هيك مشان دينار اله لا يرد هيك شعب  
0, كسم البرامج العربيه متخلفه بنت شرموطه  
0,مت عليهم حيطه هالانذال اصحاب الاجندات الخاصه الخارجيه العميله  
0, كنت اشوف الاجانب اقول موسوسين  
0, هذه البرامج الي تخلف العاهات لفن الهابط فن اليومين هذا  
0, اله ينتقم منه حمزه منصور واعوانه حسبنا اله فيهم  
1,﻿و جنه النعيم من الرحمن  
1,﻿و خير الكلام ما قل و دل  
1,﻿كرامتي اولي  
1,يارب ارزق العزيمه لاتخاذ القرار ويا رب اخلفنا خيرا منه  
1,احيانا يكون الفشل دافع لنجاح  
0,﻿كيف صرت كاتب يا زلمه انت كثير عليك حمار  
0,يا جاهلين يلي بحكي عن الطاقه النوي وجودو كفيل بوفاه شخص ولاده طفل مشوه ولو انو اشي منيح كان مابزتوه بالصحرا وجودو بعيد بقل مخاطر بس ما بمنعها ويلي بحكي انو احنا امه جاهله مابدها تطور بكون هوه الجاهل وعدو نفسو وعدو الانسانيه وبلا نوي وبلا زفت قال نتطور قال لو بدنا نتطور طورنا حالنا من زمان مش علي دور النوي شعب جاهل  
0,يناس جلده الغاز مجانا  
1,اكيد ماحدا بيقدر يارب اعن الفقراء واعنا ع مساعدتهم  
1,﻿الخشوع احساس جميل جد امام اله القلب يحب و الدمع صافي و متعه و بعد الصلاه راحه فاءقه اتمني لكل المسلمين هذا الخشوع  
0,﻿ انا لو مكان راغب اروح انتحر  
1,قصه راءعه افادك اله من العلم لتفيدنا داءما  
1,﻿اقولها لكل احبابي  
0,الطبقه الوسطي في طريقها الي الانقراض علي يد عبداله نسور  
0,ولك واحد كندره  
0, سامج  
1,﻿ان النجاح يحتاج الي قلبا ثابت و عقلا راشد و طموحا واعد و تحدي كاسر  
0, شو هاد البرنامج معقول عرضوه علي القنوات  
0,الهم ارنا فيهم عجيب صنعك فانهم اذلو الشعوب  
1,احسن شيء العمل الذي يءدي لاستمراريه  
1,يارب اجمع امتك علي دينك يارب وشت اعداء الدين  
1,﻿صباحات النقاء و الابتسامات الصافيه من القلب  
1,واله نفسي بس الواحد بيجي عليه فترات ينسي يعمل ايه بجد  
0, رح مت  
1,يارب اهدينا لصواب  
1,اذا استعنت باله وتوكلت عليه ونيتك كانت صادقه سوف يقف اله بجواركولن يخزلك ابدا احبك ربي   
0, كانهم خرفان العيد عند المسلخ  
1,﻿كلام ما في جدل  
0,﻿منك له و بس  
1,اكيد جزاك اله خيرا  
1,﻿يا من شق البحر لموسي حتي خرج  
1,﻿صباح الوفاء لك يا صديقي  
0, احلي تخلف  
1,﻿و تربت علي كتوفنا و تشحنا بالتفاءل ايضا و صباحك اسعد  
0,اله حيك شيخ ابراهيم بالفعل حكم يا نشمي  
0, برامج سخيفه تهدف لهدم الامه  
1,ربنا يبارك فيك ويبارك في كل الي ساعدك الحمد اله وسبحان اله  
0,اي تفاءل هاد يا زلمه روح تشاءم احسلك  
1,هادي الاخوه الصادقه  
0, اله اله ياشيخ ابراهيم حكم واله يسعد مساك يارب  
0,﻿ ولا شكل ولا صوت منين جايبينهم هالكاءنات الغريبه اه يابطني بس  
0, ليش معصب يا عدوله  
0,﻿هاض بني ادم حقير  
1,اضحك تضحكلك الدني  
0, راغب يجن  
0, جهنم وباس المصير  
0, شيء مءسف اله يهديه  
1,ساترك حبك ليس كرها فيك ولكن لكثره الشركاء فيه  
0,فشرت عين الشيعه واله بنحرقهم حر  
0,﻿ مابتحكي معه هيك انزلع لاعاد اشوفك جلطتني  
1,اكيد لا دي نعمه ربنا يديمها علينا  
1,الهم قونا علي نفوسنا الضعيفه  
1,﻿يخفي صناءعه و اله يظهرها  
1,يارب اخرجنا من ذل المعصيه الي عز الطاعه  
0, واله كذب من سوبر ستار القذر هذا  
0, هل الثقه بالمشتركين زايده لدرجه العمي او ان محيطهم يجاملهم بجمال صوتهم  
0,عليا النعمه ابدا لا هو ولا الخروف التاني  
1,﻿السعي وراء الرزق عباده و جهاد  
0, يلعن ابو التفاه  
1,اسال اله في علاه ان يحفظكم بما يحفظ به عباده الصالحون  
1,اله يقويك  
0,﻿ايه راحه فيها المسكين ياحرام  
0,حكي جرايد  
1,صح يا اخي صدقت اله يعين الجميع  
1,صباح الورد الجوري الحمر والخمري  
1,﻿جزاك اله كل خير دكتور عمرو و ربنا يتقبل منا و منكم ساءر الاعمال  
1,يا رب تقوينا علي طاعتك  
0,﻿ سخافه  
1,﻿قصه في غايه الروعه  
1,نعم الصديق الوفي  
1,كل سنه وانتم طيبين  
1,الهم احينا وامتنا علي الاسلام وعلي كلمه لا اله الا اله  
0,البعض يعتقد ان المفاعل النوي سيحل مشاكلنا الاقتصاديه ولكن الاردن لا يمتلك موارد ماليه وهذا يعني الحاجه لشريك اجنبي كما اعلنت هيءه الطاقه يملك غالبيه الاسهم كما في تركيا علي سبيل المثال وذلك يعني ان هذا الشريك سيمتلك الجزء الاكبر من المفاعل ولن يكون ملك لاردن وبالتالي ستقوم الحكومه ايضا بدفع تكاليف الكهرباء لمستثمر وبالتالي المفاعل النوي لن يوفر لك الكهرباء بسعر قليل  
1,ومن احسن قولامن دعالي وعمل صالحاوقال اني من المسلمين،  
0, حرام تحمل اسم عظيم زي هيك  
1,﻿الهم اجعلني مقيم الصلاه و من ذريتي  
1,الهم اعصمنا م معصيتك  
0, اول واحد ذكرني بصاحب اسمه قرده  
0, ه انا من ناحيتي هاظ الانسان الي قاعد بلنص اقرف واحد  
1,اكيد طبعا حب ربنا احسن من حب اي حد وانا فعلا عملت كدا  
0,﻿الي يقارن بينه وبين مرسي يبقي متخلف  
0, قلولهم هذا سوبر ستار مش مسابقه لبياع الخضار  
1,ينور عليكويكثر من امثالك  
1,صباحكم تفاءل  
0, يا خساره الدقيقه وثنين وخمسين ثانيه الي ضيعتهن من حياتي علي هذا المقطع التافه خ  
1,﻿قصه جميله جدا تعكس معني الايمان و التمسك بالعقيده الصحيحه و حسن تعاليمها  
1,اله ع الكلام الجميل  
1,نعم رجل بهمه يحي اله به امه  
0, فعلا الي بيستحوا ماتوا  
0, لا بتمزحي يع قرف  
1,الهم ما اعنا علي التغير  
1,ربنا يثبته  
0,قصد وهو كبير  
0, اقرفني واله  
1,يهدي اله من يشاء  
1,صباحك سعيد  
0,الراجل الابس ثوب عليه جاكيت شكله مسطول من جنوب السودان  
1,﻿الهم اجعلني خيرا ما يظنون و اغفر لي ما لا يعلمون  
0,﻿اقطع راسها وخلص  
1, الماء هي الحياه  
0,اله يوخدها  
0,واله شوي وتجيني جلطه لما ماطلعت الاولي ذيك المره  
0, والشره علي الاغبياء الي معطينك لايك  
1,﻿بتمني لو ان تقوم بعثه لدعاه من مصر و تزور جميع البلاد و تعرفهم و تشرح ما هو الدين الاسلامي و تنشر بحق في كل مكان  
0, مسخره واله  
0,عفكره البيج هاد قرفني وقلب معدتي شو لاسف انتا انو عرفك انه هيك الوضع بتفتح بالفنجان يا ناس خفوا علينا الدين مش لايكات وكمنتات  
0, المعني الحقيقي لعاهاتك يا وطن  
0,ربي يكون بالعون ياخي فقد احزني كلامك  
0,الي من اشكوك  
1,﻿ان من صفات الاسلام الامانه  
1,افعال لا تضاهيها اقوال  
0, و شباب صايع مو ملاقي ياكل  
0, اهما ودهم يروحون النار لكن النار مارضت فيهم  
1,صح علشان كده منكذبش ونرتاح  
1,يارب يقوينا جميعا علي طاعته وحسن عبادته  
1,﻿انا بحبك في له  
1,تحفه  
1,الهم اهدنا ثم ثبتنا  
1,اله يسعد كل البشر امين يا رب  
0,بعدك ماشفت اشي  
1,الدين اخلاق  
1,حفظ اله ابناء وبنات الامه جميع  
0,فانا اناشد الحكومه الاردنيه بالافراج عن اسري السلفين التوحيدين الموجودين في سجونهم  
0, اله يفضح امكم فضحتونا شو هالسخافه  
0,كتير رخيص ومقرف  
0, كارثه بشريه  
1,﻿فتحه و نصره و نوره و بركته و هداه  
1,عم الرجال  
1,اترك ما تهوي لاجل من تخشي   
1,﻿صبحكم اله ياهل الطيب بالخير و يسعد ضحاكم و الظهر و العشيه  
0, اخر واحد حسني اني لازم اطرش او اروح الحمام  
1,﻿هذا سلامي يسبق البرق و الطير فيه الحروف معطره بالتحيه  
0, لجنه زباله من اذا بفهمو بالفن خاصه ابو النظارات الي مش موجود بالفيديو  
0, واله ظلموه لجنه الطراطير  
1,الحب مش ذل  
0, بدك الصراحه و بدون زعل جهنم و الزبانيه من الملاءكه تنتظرك تموت لتشرب من فروج المومسات و صديد اهل النار ان شاء اله يا اوباش سوريا  
1,المومين الي بعضهم كالبناء الزي يشد بعضه البعض  
0,عيب عليك ماتستحي  
1,﻿يا رب يا خير الرازقين ارزق اهل سوريا و جميع المسلمين النصر و الثبات و التقوي  
1, واله صحيح  
0,تعليم الاطفال علا الاغاني وعلا الرقص بدلن من تعليم﻿ القران الكريم بدلن من تعليم الدين اله لا يوفقكم  
1,صح الصح كمان  
1,اله يتءبل صلاتنا  
1,الحمد له الذي رزقني بالاسلام  
1,اله ايه الجمال ده سبحانك ربي  
0,اخرسي صحيح ما تفهمي  
1,﻿ساعات الي في السر هو الي بيخلي الناس تحبك في العلن من غير ما يكونوا عارفين الا انهم بيحبوك من غير سب  
1,﻿داءما تبعث النشاط و الحيويه في النفوس مع كل صباح اسعد اله صباحك  
1,اله تعالي معان  
0,حفظ اله وطنا من ايدي المنافقين المتاردنين  
1,كلام حلو ومشجع   
1,﻿صباح ملءه الخيرات و المسرات  
1,﻿سبحان اله الهم ارزقنا الطمانينه و اليقين  
1,﻿لاتحزن فان الحسنه بعشره امثالها الي سبعماءه ضعف الي اضعاف كثيره ، و السيءه بمثلها الا ان يعفو ربك و يتجاوز ، فكم له من كرم ما سمع مثله و من جود لا يقاربه جود  
1,ربنا يقوينا ويقدرنا  
0,﻿ لا وربي صوتها غليظ جدا  
1,﻿انا بحب كل الناس و بتمنالهم الخير  
1,اله يا ريت كنا في ذاك الزمن  
0, يا ربي هذا مستحيل يكون كاءن بشري  
1,يارب طهر قلوبنا  
1,﻿كلام جميل الكرامه افضل و ابقي لانسان  
1,صباح القشطه  
0, اله يلعن الي علمكم التطور يا متخلفين يا رجعين  
1,كلماتك عذبه  
0,يع شوهاي الوساخه  
1,﻿و بحب الناس الرايقه الي بتضحك علي طول  
0, هم الي مصخرو انفسهم  
0, كدا عيب اودني راحت فيها  
0, دلع  
1,اله يثبتك و ينور طريقنا  
0, عدوله السامج هذا خرب اوم المقطع قسم زباله هالادمي ودمه زفت انا ضحكت  
1,ربنا يقدرني ويعفو عني  
0, حالات مرضيه نفسيه مستعصيه لا يستطيع شفاءها لا العلم و لا الفن  
1,﻿طموح الانسان يدفه لتحقيق اهدافه يا رت شبنا ما يقولن فات الوقت و اله يوفق من يشاء  
0,يا حقير  
1, جميل جدا  
1,انا فعلا قرت واخدت القرار ده وحاسه براحه وسعاده كبيره اوي بقربي من ربنا بجد الحمد له  
0,﻿ هذول مساجين ولا ايش  
1,الحمدله وربنا يجعلنا من المداومين عليها والخاشعين  
1,اخذت القرار لكن برجع تاني وخايفه اموت وانا بغضب ربنا سبحانه وتعالي مع اني انا حسه اني قلبي مليان وعامر بنور اله اعمل ايه اجوك انصحني  
0,من هي اصغيره اغاني واله انقلبت ادنيه﻿  
0,انت واحد حقير  
0, تغني وهي متقرفه  
1,طيب انا عايزه اشوف القصر  
0,﻿البنزين يجي من السعوديه باقل الاسعار و الحكومه عندنا تدبل سعره  
1,﻿الهم اجعلنا من تنظر اليهم بحب و اشتياق و اجعلنا من عبادك التوابين المخلصين العابدين الحق لدينك و احفظنا و قنا نار وقودها الناس و الحجاره يا رب  
1,﻿حقا  
1,الهم امليء قلبي بحبك  
0,﻿ واله اول واحد سمعته منهم احسب سماعتي خربا يابطني من الضحك واله زاحفين  
0,غبي اله يزيد غباك  
0,﻿لي مفكرين المفاعل راح يطورهم المفاعل راح يدمر الاردن و المنطقه الي حولها لان الفساد الموجود بالاردن مش موجود بدوله اخري و هذا يعني ان الفاسدين رايحين يسمسروا و يلهفوا لما يوصلوا اشكل مفاعل لاردن و ناسين ان المفاعل يحتاج الي بحر ماء لتبريد و نحن لانملك ماء لشرب و ناسين ان التطور يكون بمشاركه الجميع و ليس بقرار فردي و ناسين ان الذي اقر المفاعل هو المحتكر الاول هيءه الطاقه و ان شاغرها بقي معلق اثناء فتره تسلم طوقان وزاره التربيه والتعليم لدول المتقدمه بدات تبحث عن بداءل لمفاعلات و احنا بنشتري الخربان منهم مشان التقدم و بلدنا بفضل اله لديها طاقه الرياح و طاقه الشمس لماذا لا يتم استغلالها بدل المفاعل النوي طالما اكلنا معظمه فاسد و غير صالح بسب الجشع و الطمع و الفساد  
0,الحق عالحقير الي نزل المنشوربجوز اهله لابسين منهولك لاتنزل اشي زي هيك يا  
0,الفاتحه علي ارواح الغلابه  
1,بصمات راقيه لاديب الدعوه محمد الغزالي  
1,توكلت عليك يا اله  
1,شاركونا الخير  
0, المشاركين بينو لناس انه الي قايمين علي البرنامج حمير  
1,﻿اعمل ليومك و غدك و كن متفاءلا داءما يا صاحبي  
1,واجعلنا من سكانها  
1,دعوه المءمن لاخيه بظهر الغيب اسرع من البرق  
1,﻿صدقت و اله يا شيخ  
0,شو بدو بهالسحنه  
0,﻿ لا لا لا شي مو طبيعي  
0,﻿ واله انو نذل  
1,جميله اوي اوي اوي يارب الكل يحس معني الكلام ده  
1,جامده جد  
1,ونعم باله العلي العظيم  
1,اجمل نابلس  
1,يا مقلب القلوب ثبت قلوبنا علي الاسلام  
0,كله علي راس المواطن ما يثير السخريه رفع اسعار المستقات النفطيه المستخدمه في الصناعه تقول صناعتنا مكسره الدنيا  
0,﻿ العالم العربي متروس عاهات  
1,الحب الان بقي تيك اواي قليل اوي لما نلقي انسان مخلص في حبه مع ان الحب ده اجمل واسما عاطفه في الوجود  
1,من دون التفاءل ما في حياه  
1,الهم ارزقنا فعل الخيرات وترك المنكرات  
1,عنجد الكذب اكبر ورطه  
0,عنجد بخزي  
1,واله هذا الي حصل معانا ومع ناس كثيره بدل حب الحرام بحب الحلال يبدل اله كيانك  
1,الهم اذقنا حبا راءعا حلالا طاهر  
0,﻿ و اله انو مكب نفايات نويه و انا اشتغلت بالمفاعل و موقعه بعلان بالسلط   
1,القدوه الحسنه خير من النصيحه  
0,﻿بلد يديرها اغبياء و حراميه  
1,جزاك اله كل خير بسمه امل راءعه وشيقه جد  
1,﻿لو اغلقت الابواب في وجهك ، واظلمت الدنيا، و خنقتك الدموع ، و ضاقت بك الارض ، استحضر معني اسم اله الفتاح القادر سبحانه قادر علي فتح ما انغلق من امرك  
0,﻿لاسف البعض يعتقد ان المفاعل النوي سيحل مشاكلنا الاقتصاديه و لكن الاردن لا يمتلك موارد ماليه و هذا يعني الحاجه لشريك اجنبي كما اعلنت هيءه الطاقه يملك غالبيه الاسهم كما في تركيا علي سبيل المثال وذلك يعني ان هذا الشريك سيمتلك الجزء الاكبر من المفاعل ولن يكون ملك لاردن وبالتالي ستقوم الحكومه ايضا بدفع تكاليف الكهرباء لمستثمر وبالتالي المفاعل النوي لن يوفر لك الكهرباء بسعر قليل  
1,اله المستعان  
0, ي وجه الفطيره قبل تعيب الناس انظر الي حالك  
1,لا تحزن ان اله معك  
1,﻿الدين المعامله و ليس بالمظاهر  
0,يلعنك نذل  
0,شو الاشي الي بيضحك ما ازنخك  
0,رح اجتهد باني اكون حلوه يوم عرسي مش اكون متل القرده  
1,ربنا يعينا علي نفسنا  
0, احذفه لاني بجلس احش فيهم لمين اكفر  
0, مرعبه  
1,اله يثبت قلبك علي دينا الاسلام  
1,الهم وفقنا لما تحب و ترضي يا رب  
1,اكيد لا اله لا يحرمنا من هالنعمه العظيمه  
0, وش فيك معصب خلاص بعطيك الايك الي جاني خ  
0,﻿مش شايف العالم مش ملاقيه الخبز كل واحد بشتغل علي سياره رح يوكل هوا و بارتفاع المحروقات الاكل و الشرب رح يرتفع  
0, القطه الكزميديه بالاخر دمها تقيل  
1,﻿سبحان اله خالق السماوات و الارض  
0,وادم علينا يارب نعمه الامن والامان وساءر بلاد المسلمين  
1,الهم لا تكلنا الي انفسنا طرفه عين  
0, قهروني حرام  
0, يا ربي شو هالولد و اله مجنون مبيستحيش متاكدين انو مغربي  
1,الهم اجعلنا منهم  
0,﻿الحكومه قاعده بتخبص و رايحين يدمروا البلد اله ينتقم منهم  
0, لا حول ولا قوه الا باله اذا اخذ ما اوهب اسقط ما اوجب  
1,﻿الحمد له نامل من اله ان يمن علينا بالهدايه  
0, اصلن صاحب البرنامج ماخذ شباب الامه مصخره  
1,﻿ما شاء اله جميله جدا  
0,اعلن الانسحاب يا حمار  
0, يا دم امك الرخم  
0,نفسي افهم من وين جاي يا ابن الكلب  
0,﻿روح اكتب اشي زي العالم و الناس بدل ما انت بتهبل هيك و بتمسخر يا مسخره  
0,ولا بقلو بيضه  
1,نعم  
1,﻿قصه جميله و مهمه جدا  
0,﻿ غبي  
1,يا رب نستغفرك ونتوب اليك  
0,يلعن روحك  
1,صحيح كل هالشغله بس قرار وبظن كلنا قادرين ناخده اذا استعنا وتوكلنا ع اله  
0,الاء اختصري ماشي  
1,الهم اتم علينا مكارم الاخلاق  
0,لاسف البعض يعتقد ان المفاعل النوي سيحل مشاكلنا الاقتصاديه ولكن الاردن لا يمتلك موارد ماليه وهذا يعني الحاجه لشريك اجنبي كما اعلنت هيءه الطاقه يملك غالبيه الاسهم كما في تركيا علي سبيل المثال وذلك يعني ان هذا الشريك سيمتلك الجزء الاكبر من المفاعل ولن يكون ملك لاردن وبالتالي ستقوم الحكومه ايضا بدفع تكاليف الكهرباء لمستثمر وبالتالي المفاعل النوي لن يوفر لك الكهرباء بسعر قليل  
0, ك فشلوه مره صدق انهم دلوخ  
0,﻿ باله عليك فين الاناقه في الناس الي بتغني دي  
1,الهم ارزقنا زوجا صالحا محبا مثل  
0,﻿اله وكيلك مشحط اهل دابوق و دير غبار و عبدون و منعم علي الفقراء  
1,﻿و يرزقكم من حيث لا تعلمون  
0, ابي اسمعهم يغنون احسهم امرض من ذولا  
0,﻿انا متشاءم و رح اضل متشاءم حتي ينزلوا البنزين  
0,لا لناوي  
1,انته جميل جدا ربنا يثبتك واتمني ان كل المسلمين تكون اخلاقياتهم في حياتهم العاديه قدوه ودعوه لكل غير المسلمين  
1,اهلا بيك في دين اله ربنا يثبتك ويزيدك ايمانا انا فرحانه بيك كتير  
0, واله تحشيش  
0,شغل مشغول قرف يع  
1,يا رب قويني علي نفسي  
1,ربنا يوفق الجميع علي الخشوع  
0,ما شاء اله العطله ماثر عليكوا كتير صبايا الكل بحكي حبيبتي وحبي وبلمدرسه كل واحد بكشر من جه  
0, البرنامج فاشل جدا  
0, تم تنفيذ الحكم الي في الرد الاول وتم اعدام اول راس والباقي بالطريق  
0,اهبل ولك  
1,صار بدها بطاريه التقوي شحن  
0, وقف قلبو لحسن الشافعي  
1,يا اله ارحم عبدك الفقير المسكين وجميع المسلمين والمسلمات  
1,ما اجمل الكلام والاروع ان نطبقه  
0,﻿يجب علي الحكومه العوده بالتوقيت الي الساعه الثالثه  
1,اله يرزقها كل مشتهي يا رب  
0, الظاهر عقلك تافه من اصحاب العقول المقفله  
1,الهم قني شر نفسي  
1,نرجو من اله ان يتقبل صلاتنا رغم ما تمر به بلدنا من ازمه صار الواحد خايف علي نفسه و مستعجل بصلاته و انا كلما صليت اعتبرها صلاه مودع فيخشع قلبي و تدمع عيناي  
0,﻿شو عاجبك فيها متلا لتكون سيارتكم  
1, وهذه من اكبر المشاكل التي تءرق الشباب في هذه الايام  
0,﻿ ابلعن والديتس ي الهبلا  
0, واله لو يجمعونهم علي شاطء البحر الميت ويخلونهم يصرخون علي اليهود ولمده ثانيه ليهربون لقبرص عن طريق البحر سباحه  
0, شكلها ملجلجه  
1,الهم اكفنا بحلالك عن حرامك  
1,ما احسنهم اله يكون معهم  
0,﻿ مره دلوع  
0,قله ادب  
1,ارجوك يا استاذنا الفاضل ادعيلي بالنجاح في مسابقه المجستير العام القادم والشفاء بارك اله فيك  
1,الهم رزقنا مكارم الاخلاق  
1,يسعد اوقاتك  
0,ليش ما نتعلم من الي صار في اليابان، وروسيا، المانيا الغت نظرتها في بناء مفاعلات نويه واستخدام الطاقه البديله  
1,ربي يزيدن ايمان وتقه يارب  
0,﻿هاي نتيجه انه ينحط انسان في موقع مسءوليه  
0, سعودي متهور  
1,﻿يا رب يكرمنا باولادنا و انا داءما بشجع ابني ان يكون كالجبل الذي لا تهزه الرياح العاتيه  
1,احلي اشي الواحد يوكل بدون ما يطبخ  
0,لقد اتحفتمونا بلجوكم لجيبتنا التي انفجرت بفضلكم و الفاسدين يتنعمون باموالنا فهل اصبح فاسدا لاعيش  
0, حكي فاضي  
0,يع يع يع قرف  
1,فعلا ان الطموح هو سر النجاح  
0,﻿بعدين الاردن تسبح علي بحر من النفط و الصخر الزيتي اشتغلو فيه بالاول بيكفينا سنه  
1,ان شاء اله هنكمل مشوار النجاح  
1,الموت مع الناس رحمه  
0, انا عرف شيء واله بكي اكتر ما بضحك  
1,يا سلام علي الوفاء  
0, هذا الي انت فالح فيه بسكيف تختار ضحاياك بالسرق جعل العاه تصيبك ولاعاد تطيب منها ياولد الحرام  
0,بلا قرف  
1,﻿البيت الي فيه فرح و سعاده دايما بكون متفاءل و سعيد بحاضره و مستقبله  
1,ايارب يتقبل منا  
0, اهل العقول براحه ام نسيانك يابو نسيان صعب واله صعب  
1,بطلت كتير وكل ما ابطل والتزم مع ربنا برجع تاني وكل اما ارجع ارجع اكتر من الاول  
0,ﺍﺳﺘﻌﻤﺎﺭ ﺷﻮ ﻳﺎﺣﻤﺎﺭ ﺍﺑﻦ ﺍﻟﺤﻤﺎﺭ ﻫﺪﻣﺖ ﻟﺒﻴﻮﺕ ﻭﺷﺮﺩﺕ ﺍﻟﺸﻌﺐ ﻳﺎﺑﻦ ﺍﻟﺰﺍﻧﻴﻪ ﺍﻟﻌﻠﻮﻳﻪ ﻭﺍﻟﺸﻴﻌﻪ ﺳﻮﻑ تسحقون  
1,واله الواحد بيدعي كثيرا ان ربنا يجعلنا في طريق مستقيم  
0, بيه الزناخه  
0,﻿ سماجه سماجه واله البنانين دمهم ثقيل مره  
1,﻿رب فعل صغير يستعظمه غيرك و خاصه ان كنت تمثل الاسلام  
1,الخشوع امر مهم جدا في الصلاه  
1,تفاءل بالخير تجده  
1,﻿افتح قلبك لعالم  
1,الهم باركي فيه واهدي كل مسلم لطريق النور  
0, شعوب تافه همها الحياه الدنيا فكروا في نهايتكم  
0,﻿ واله عيب بهدلتو حالكم  
0,﻿ سخيفه  
0,اقترح تحويلهم الي طبيب نفسي و ليس الي القضاء  
1,﻿ربنا يصلح احوالنا يا رب ظاهرا و باطن  
0,﻿سنبقي نذكر دوله الشهيد وصفي التل الذي كان رءيسا لوزراء و حبيبا لفقراء  
0, الغلط مو من المشاركين الغلط من نفس البرنامج المفروض تكون في مرحله فرز في البدايه قبل لايطلعو الهواء  
1,بدي اروح عمره اله يسر  
1,كلام سليم والصراحه راحه  
1,الهم اني اقسمت عليك بك ان تهدي شباب المسلمين وتنور قلوبهم كما انعمت علي طارق بنعمه اﻹسﻻم  
0, يتسابقون الي جهنم  
0,﻿ارحمونا صرنا نصف السياره و نطلع بالباص حرام عليكم  
1,تفاءلوا بالخير تجدوه  
